1528340017 0 0 0 0 1 0 0 0 0 0
1528340799 1 0 0 0 1 0 0 0 0 0
1528650930 2 0 0 0 1 0 0 0 0 0
1528689035 3 0 0 0 1 0 0 0 0 0
1528707381 4 0 0 0 1 0 0 0 0 0
1528774406 5 0 0 0 1 0 0 0 0 0
1528969065 6 0 0 0 1 0 0 0 0 0
1529053640 7 0 0 0 1 0 0 0 0 0
1529348755 8 0 0 0 1 0 0 0 0 0
1529480026 9 0 0 0 1 0 0 0 0 0
1529491810 10 0 0 0 1 0 0 0 0 0
1529567079 11 0 0 0 1 0 0 0 0 0
1529575998 12 0 0 0 1 0 0 0 0 0
1529698317 13 0 0 0 1 0 0 0 0 0
1529774668 14 0 0 0 1 0 0 0 0 0
1529853509 15 0 0 0 1 0 0 0 0 0
1529902213 16 0 0 0 1 0 0 0 0 0
1529911502 17 0 0 0 1 0 0 0 0 0
1529920288 18 0 0 0 1 0 0 0 0 0
1530003610 19 0 0 0 1 0 0 0 0 0
1530064823 20 0 0 0 1 0 0 0 0 0
1530081348 21 0 0 0 1 0 0 0 0 0
1530587871 21 0 0 0 1 0 0 0 0 1
1530608847 22 0 0 0 1 0 0 0 0 1
1530608859 23 0 0 0 1 0 0 0 0 1
1530676769 24 0 0 0 1 0 0 0 0 1
1530787792 25 0 0 0 1 0 0 0 0 1
1530787816 26 0 0 0 1 0 0 0 0 1
1530812154 27 0 0 0 1 0 0 0 0 1
1531105395 28 0 0 0 1 0 0 0 0 1
1531645212 29 0 0 0 1 0 0 0 0 1
1531666303 30 0 0 0 1 0 0 0 0 1
1531666325 31 0 0 0 1 0 0 0 0 1
1531728392 32 0 0 0 1 0 0 0 0 1
1531878102 33 0 0 0 1 0 0 0 0 1
1531878222 34 0 0 0 1 0 0 0 0 1
1531878418 35 0 0 0 1 0 0 0 0 1
1531878977 36 0 0 0 1 0 0 0 0 1
1531973267 36 0 1 0 1 0 0 0 0 1
1531995403 37 0 1 0 1 0 0 0 0 1
1532006013 37 0 2 0 1 0 0 0 0 1
1532078935 38 0 2 0 1 0 0 0 0 1
1532101442 38 0 3 0 1 0 0 0 0 1
1532167316 39 0 3 0 1 0 0 0 0 1
1532234291 40 0 3 0 1 0 0 0 0 1
1532333873 41 0 3 0 1 0 0 0 0 1
1532336242 42 0 3 0 1 0 0 0 0 1
1532337660 43 0 3 0 1 0 0 0 0 1
1532400505 44 0 3 0 1 0 0 0 0 1
1532400570 45 0 3 0 1 0 0 0 0 1
1532406951 46 0 3 0 1 0 0 0 0 1
1532413818 46 0 3 0 1 0 1 0 0 1
1532430893 46 0 4 0 1 0 1 0 0 1
1532460162 47 0 4 0 1 0 1 0 0 1
1532460356 48 0 4 0 1 0 1 0 0 1
1532460377 49 0 4 0 1 0 1 0 0 1
1532460401 50 0 4 0 1 0 1 0 0 1
1532509228 50 0 5 0 1 0 1 0 0 1
1532572677 50 0 5 0 1 0 2 0 0 1
1532578367 50 0 6 0 1 0 2 0 0 1
1532605565 51 0 6 0 1 0 2 0 0 1
1532654741 52 0 6 0 1 0 2 0 0 1
1532654781 53 0 6 0 1 0 2 0 0 1
1532657736 53 0 7 0 1 0 2 0 0 1
1532684635 53 0 8 0 1 0 2 0 0 1
1533009461 53 0 8 0 1 0 3 0 0 1
1533034763 53 0 9 0 1 0 3 0 0 1
1533090745 53 0 10 0 1 0 3 0 0 1
