1528340017 0 0 0 0 21 0 0 0 0 0
1528340799 1269 0 0 0 21 0 0 0 0 0
1528650930 1525 0 0 0 21 0 0 0 0 0
1528689035 1551 0 0 0 21 0 0 0 0 0
1528707381 1576 0 0 0 21 0 0 0 0 0
1528774406 1657 0 0 0 21 0 0 0 0 0
1528969065 1903 0 0 0 21 0 0 0 0 0
1529053640 1936 0 0 0 21 0 0 0 0 0
1529348755 2509 0 0 0 21 0 0 0 0 0
1529480026 3545 0 0 0 21 0 0 0 0 0
1529491810 3573 0 0 0 21 0 0 0 0 0
1529567079 3668 0 0 0 21 0 0 0 0 0
1529575998 3699 0 0 0 21 0 0 0 0 0
1529698317 3892 0 0 0 21 0 0 0 0 0
1529774668 4478 0 0 0 21 0 0 0 0 0
1529853509 4491 0 0 0 21 0 0 0 0 0
1529902213 4533 0 0 0 21 0 0 0 0 0
1529911502 4568 0 0 0 21 0 0 0 0 0
1529920288 4588 0 0 0 21 0 0 0 0 0
1530003610 4599 0 0 0 21 0 0 0 0 0
1530064823 4605 0 0 0 21 0 0 0 0 0
1530081348 4618 0 0 0 21 0 0 0 0 0
1530587871 4618 0 0 0 21 0 0 0 0 205
1530608847 4650 0 0 0 21 0 0 0 0 205
1530608859 4737 0 0 0 21 0 0 0 0 205
1530676769 4850 0 0 0 21 0 0 0 0 205
1530787792 4860 0 0 0 21 0 0 0 0 205
1530787816 5058 0 0 0 21 0 0 0 0 205
1530812154 5065 0 0 0 21 0 0 0 0 205
1531105395 5101 0 0 0 21 0 0 0 0 205
1531645212 6220 0 0 0 21 0 0 0 0 205
1531666303 6380 0 0 0 21 0 0 0 0 205
1531666325 6438 0 0 0 21 0 0 0 0 205
1531728392 6694 0 0 0 21 0 0 0 0 205
1531878102 6954 0 0 0 21 0 0 0 0 205
1531878222 7011 0 0 0 21 0 0 0 0 205
1531878418 7013 0 0 0 21 0 0 0 0 205
1531878977 7015 0 0 0 21 0 0 0 0 205
1531973267 7015 0 61 0 21 0 0 0 0 205
1531995403 7046 0 61 0 21 0 0 0 0 205
1532006013 7046 0 65 0 21 0 0 0 0 205
1532078935 7337 0 65 0 21 0 0 0 0 205
1532101442 7337 0 66 0 21 0 0 0 0 205
1532167316 7371 0 66 0 21 0 0 0 0 205
1532234291 7398 0 66 0 21 0 0 0 0 205
1532333873 7398 0 66 0 21 0 0 0 0 205
1532336242 7398 0 66 0 21 0 0 0 0 205
1532337660 7398 0 66 0 21 0 0 0 0 205
1532400505 7432 0 66 0 21 0 0 0 0 205
1532400570 7519 0 66 0 21 0 0 0 0 205
1532406951 7520 0 66 0 21 0 0 0 0 205
1532413818 7520 0 66 0 21 0 34 0 0 205
1532430893 7520 0 76 0 21 0 34 0 0 205
1532460162 7565 0 76 0 21 0 34 0 0 205
1532460356 7576 0 76 0 21 0 34 0 0 205
1532460377 7580 0 76 0 21 0 34 0 0 205
1532460401 7588 0 76 0 21 0 34 0 0 205
1532509228 7588 0 86 0 21 0 34 0 0 205
1532572677 7588 0 86 0 21 0 42 0 0 205
1532578367 7588 0 142 0 21 0 42 0 0 205
1532605565 7818 0 142 0 21 0 42 0 0 205
1532654741 7819 0 142 0 21 0 42 0 0 205
1532654781 7819 0 142 0 21 0 42 0 0 205
1532657736 7819 0 144 0 21 0 42 0 0 205
1532684635 7819 0 436 0 21 0 42 0 0 205
1533009461 7819 0 436 0 21 0 55 0 0 205
1533034763 7819 0 660 0 21 0 55 0 0 205
1533090745 7819 0 660 0 21 0 55 0 0 205
1533098036 9032 0 660 0 21 0 55 0 0 205
1533174224 9133 0 660 0 21 0 55 0 0 205
1533204244 9193 0 660 0 21 0 55 0 0 205
1533271842 9196 0 660 0 21 0 55 0 0 205
1533284628 9201 0 660 0 21 0 55 0 0 205
1533383965 9280 0 660 0 21 0 55 0 0 205
1533401750 9280 0 660 0 21 0 55 0 0 205
1533451843 9284 0 660 0 21 0 55 0 0 205
1533530616 9284 0 675 0 21 0 55 0 0 205
1533537020 9284 0 675 0 21 0 81 0 0 205
1533538650 9288 0 675 0 21 0 81 0 0 205
1533538790 9288 0 675 0 21 0 87 0 0 205
1533540681 9288 0 675 0 21 0 87 0 0 205
1533541897 9288 0 675 3 21 0 87 0 0 205
1533544844 9335 0 675 3 21 0 87 0 0 205
1533567123 9335 0 676 3 21 0 87 0 0 205
1533568049 9335 0 677 3 21 0 87 0 0 205
1533568099 9335 0 678 3 21 0 87 0 0 205
1533569375 9335 0 683 3 21 0 87 0 0 205
1533569765 9337 0 683 3 21 0 87 0 0 205
1533607435 9449 0 683 3 21 0 87 0 0 205
1533611092 9452 0 683 3 21 0 87 0 0 205
1533619428 9452 0 686 3 21 0 87 0 0 205
1533626196 9452 0 691 3 21 0 87 0 0 205
1533634707 9452 0 691 3 21 0 96 0 0 205
1533638292 9452 0 691 3 21 0 97 0 0 205
1533639741 9452 0 691 4 21 0 97 0 0 205
1533699737 9452 0 691 4 21 0 109 0 0 205
1533700446 9452 0 691 6 21 0 109 0 0 205
1533700453 9452 0 691 6 21 0 109 0 0 205
1533703568 9454 0 691 6 21 0 109 0 0 205
1533709484 9454 0 691 8 21 0 109 0 0 205
1533710171 9454 0 691 10 21 0 109 0 0 205
1533715802 9454 0 691 10 21 0 114 0 0 205
