1528772947 0 0 0 0 0 0 1 0
1528773798 0 0 0 0 0 0 2 0
1528796687 0 0 0 0 0 0 3 0
1528796794 0 0 0 0 0 0 4 0
1530587648 0 0 0 0 0 0 4 1
1530608951 1 0 0 0 0 0 4 1
1531965541 1 0 0 0 0 0 4 2
1531965961 1 0 0 0 0 0 4 3
1532062923 1 1 0 0 0 0 4 3
1532086831 1 2 0 0 0 0 4 3
1532167261 2 2 0 0 0 0 4 3
1532187072 2 3 0 0 0 0 4 3
1532194012 2 4 0 0 0 0 4 3
1532234199 3 4 0 0 0 0 4 3
1532234224 4 4 0 0 0 0 4 3
1532325229 4 5 0 0 0 0 4 3
1532400633 5 5 0 0 0 0 4 3
1532414178 5 5 1 0 0 0 4 3
1532423480 5 6 1 0 0 0 4 3
1532423551 5 7 1 0 0 0 4 3
1532424503 5 8 1 0 0 0 4 3
1532460009 6 8 1 0 0 0 4 3
1532460059 7 8 1 0 0 0 4 3
1532460085 8 8 1 0 0 0 4 3
1532460107 9 8 1 0 0 0 4 3
1532505924 9 9 1 0 0 0 4 3
1532575149 9 9 2 0 0 0 4 3
1532605474 10 9 2 0 0 0 4 3
1532684693 10 10 2 0 0 0 4 3
1533009447 10 10 3 0 0 0 4 3
1533027804 10 10 4 0 0 0 4 3
1533098089 11 10 4 0 0 0 4 3
1533115192 11 11 4 0 0 0 4 3
1533384026 12 11 4 0 0 0 4 3
1533402064 13 11 4 0 0 0 4 3
1533569889 14 11 4 0 0 0 4 3
1533569927 15 11 4 0 0 0 4 3
1533577954 15 12 4 0 0 0 4 3
1533626096 15 13 4 0 0 0 4 3
1533634680 15 13 5 0 0 0 4 3
1533699690 15 13 6 0 0 0 4 3
1533705312 16 13 6 0 0 0 4 3
1533705329 17 13 6 0 0 0 4 3
1533712799 17 13 7 0 0 0 4 3
1533715643 17 13 8 0 0 0 4 3
1533721128 17 13 9 0 0 0 4 3
1533885096 18 13 9 0 0 0 4 3
1534051264 19 13 9 0 0 0 4 3
1534691378 20 13 9 0 0 0 4 3
1534761452 21 13 9 0 0 0 4 3
1534847337 22 13 9 0 0 0 4 3
1534932771 23 13 9 0 0 0 4 3
1535018416 24 13 9 0 0 0 4 3
1535940739 25 13 9 0 0 0 4 3
1537527789 25 14 9 0 0 0 4 3
1537527906 25 15 9 0 0 0 4 3
1537528092 25 16 9 0 0 0 4 3
1537954357 25 16 9 0 0 1 4 3
1540202841 25 16 9 0 0 2 4 3
1540356081 25 17 9 0 0 2 4 3
1541745120 26 17 9 0 0 2 4 3
1541745156 27 17 9 0 0 2 4 3
1541916329 27 18 9 0 0 2 4 3
1543485473 28 18 9 0 0 2 4 3
1543486776 28 19 9 0 0 2 4 3
1543486938 28 20 9 0 0 2 4 3
1543486991 29 20 9 0 0 2 4 3
1543548189 29 21 9 0 0 2 4 3
1544074911 30 21 9 0 0 2 4 3
1546780010 30 21 9 0 0 3 4 3
1547017794 31 21 9 0 0 3 4 3
1547564556 31 21 9 1 0 3 4 3
1547616117 31 21 9 1 1 3 4 3
1547710644 31 21 9 1 1 4 4 3
1547863525 32 21 9 1 1 4 4 3
1547923118 33 21 9 1 1 4 4 3
1548395265 34 21 9 1 1 4 4 3
1548491053 35 21 9 1 1 4 4 3
1548491165 36 21 9 1 1 4 4 3
1548552295 37 21 9 1 1 4 4 3
1549977487 38 21 9 1 1 4 4 3
1550037664 39 21 9 1 1 4 4 3
1550109534 40 21 9 1 1 4 4 3
1550114124 41 21 9 1 1 4 4 3
1550823929 42 21 9 1 1 4 4 3
1550944426 43 21 9 1 1 4 4 3
1551066159 44 21 9 1 1 4 4 3
1552102731 45 21 9 1 1 4 4 3
1552475050 46 21 9 1 1 4 4 3
1554100187 47 21 9 1 1 4 4 3
1554262639 48 21 9 1 1 4 4 3
1554358065 49 21 9 1 1 4 4 3
1554874065 50 21 9 1 1 4 4 3
1554938715 51 21 9 1 1 4 4 3
1554951506 52 21 9 1 1 4 4 3
1554972718 53 21 9 1 1 4 4 3
1559647176 54 21 9 1 1 4 4 3
1559803387 55 21 9 1 1 4 4 3
1559814381 56 21 9 1 1 4 4 3
1560929350 56 21 9 2 1 4 4 3
1560936649 56 21 9 3 1 4 4 3
1560941566 56 21 9 4 1 4 4 3
1561090400 56 21 9 4 2 4 4 3
1564476519 57 21 9 4 2 4 4 3
1564535410 58 21 9 4 2 4 4 3
1564631761 58 21 9 4 3 4 4 3
1566355239 59 21 9 4 3 4 4 3
1577328324 60 21 9 4 3 4 4 3
1578066790 61 21 9 4 3 4 4 3
1578889513 62 21 9 4 3 4 4 3
1587478091 63 21 9 4 3 4 4 3
1590394247 63 21 9 5 3 4 4 3
1590400689 63 21 9 5 4 4 4 3
1596025244 64 21 9 5 4 4 4 3
1596081987 65 21 9 5 4 4 4 3
1597740825 66 21 9 5 4 4 4 3
1600012101 67 21 9 5 4 4 4 3
1600068448 68 21 9 5 4 4 4 3
1600072489 69 21 9 5 4 4 4 3
1600684224 70 21 9 5 4 4 4 3
1600751398 71 21 9 5 4 4 4 3
1602238079 71 21 9 6 4 4 4 3
1604303373 72 21 9 6 4 4 4 3
1605111162 73 21 9 6 4 4 4 3
1605111624 74 21 9 6 4 4 4 3
1605207564 75 21 9 6 4 4 4 3
1605254694 76 21 9 6 4 4 4 3
