1528772947 0 0 0 0 0 0 2 0
1528773798 0 0 0 0 0 0 10808 0
1528796687 0 0 0 0 0 0 11422 0
1528796794 0 0 0 0 0 0 11423 0
1530587648 0 0 0 0 0 0 11423 2745
1530608951 152 0 0 0 0 0 11423 2745
1531965541 152 0 0 0 0 0 11423 3770
1531965961 152 0 0 0 0 0 11423 3770
1532062923 152 2 0 0 0 0 11423 3770
1532086831 152 86 0 0 0 0 11423 3770
1532167261 267 86 0 0 0 0 11423 3770
1532187072 267 120 0 0 0 0 11423 3770
1532194012 267 122 0 0 0 0 11423 3770
1532234199 272 122 0 0 0 0 11423 3770
1532234224 386 122 0 0 0 0 11423 3770
1532325229 386 143 0 0 0 0 11423 3770
1532400633 392 143 0 0 0 0 11423 3770
1532414178 392 143 38 0 0 0 11423 3770
1532423480 392 166 38 0 0 0 11423 3770
1532423551 392 199 38 0 0 0 11423 3770
1532424503 392 199 38 0 0 0 11423 3770
1532460009 394 199 38 0 0 0 11423 3770
1532460059 461 199 38 0 0 0 11423 3770
1532460085 473 199 38 0 0 0 11423 3770
1532460107 481 199 38 0 0 0 11423 3770
1532505924 481 203 38 0 0 0 11423 3770
1532575149 481 203 46 0 0 0 11423 3770
1532605474 493 203 46 0 0 0 11423 3770
1532684693 493 213 46 0 0 0 11423 3770
1533009447 493 213 63 0 0 0 11423 3770
1533027804 493 213 345 0 0 0 11423 3770
1533098089 672 213 345 0 0 0 11423 3770
1533115192 672 213 345 0 0 0 11423 3770
1533384026 710 213 345 0 0 0 11423 3770
1533402064 710 213 345 0 0 0 11423 3770
1533569889 749 213 345 0 0 0 11423 3770
1533569927 1137 213 345 0 0 0 11423 3770
1533577954 1137 281 345 0 0 0 11423 3770
1533626096 1137 283 345 0 0 0 11423 3770
1533634680 1137 283 354 0 0 0 11423 3770
1533699690 1137 283 432 0 0 0 11423 3770
1533705312 1196 283 432 0 0 0 11423 3770
1533705329 1208 283 432 0 0 0 11423 3770
1533712799 1208 283 433 0 0 0 11423 3770
1533715643 1208 283 442 0 0 0 11423 3770
1533721128 1208 283 460 0 0 0 11423 3770
1533885096 1210 283 460 0 0 0 11423 3770
1534051264 1378 283 460 0 0 0 11423 3770
1534691378 1680 283 460 0 0 0 11423 3770
1534761452 1947 283 460 0 0 0 11423 3770
1534847337 2029 283 460 0 0 0 11423 3770
1534932771 2030 283 460 0 0 0 11423 3770
1535018416 2047 283 460 0 0 0 11423 3770
1535940739 2049 283 460 0 0 0 11423 3770
1537527789 2049 284 460 0 0 0 11423 3770
1537527906 2049 284 460 0 0 0 11423 3770
1537528092 2049 285 460 0 0 0 11423 3770
1537954357 2049 285 460 0 0 4 11423 3770
1540202841 2049 285 460 0 0 10 11423 3770
