1582191697 0 0 0 0 0 0 0 32 0
1582191865 0 0 0 0 0 0 0 32 49909
1582193524 0 36 0 0 0 0 0 32 49909
1582193721 0 82 0 0 0 0 0 32 49909
1582196427 0 82 0 0 0 7172 0 32 49909
1582199491 0 82 0 0 0 7187 0 32 49909
1582200686 0 82 0 0 0 7188 0 32 49909
1582210717 0 82 0 0 0 7189 0 32 49909
1582213522 0 90 0 0 0 7189 0 32 49909
1582258042 0 90 0 0 0 7201 0 32 49909
1582274070 13 90 0 0 0 7201 0 32 49909
1582275597 13 92 0 0 0 7201 0 32 49909
1582275926 42 92 0 0 0 7201 0 32 49909
1582276710 42 172 0 0 0 7201 0 32 49909
1582276743 42 172 0 0 0 7201 0 32 49909
1582276979 42 192 0 0 0 7201 0 32 49909
1582277093 70 192 0 0 0 7201 0 32 49909
1582277113 70 192 0 0 0 7201 0 32 49909
1582277405 70 196 0 0 0 7201 0 32 49909
1582280436 70 211 0 0 0 7201 0 32 49909
1582280444 70 211 0 0 0 7201 0 32 49909
1582280480 70 219 0 0 0 7201 0 32 49909
1582282678 127 219 0 0 0 7201 0 32 49909
1582282971 127 219 0 0 0 7201 0 32 49909
1582295815 397 219 0 0 0 7201 0 32 49909
1582297023 404 219 0 0 0 7201 0 32 49909
1582299736 417 219 0 0 0 7201 0 32 49909
1582382294 417 219 0 0 0 7201 113 32 49909
1582389416 417 221 0 0 0 7201 113 32 49909
1582429122 420 221 0 0 0 7201 113 32 49909
1582435439 432 221 0 0 0 7201 113 32 49909
1582442198 514 221 0 0 0 7201 113 32 49909
1582444536 567 221 0 0 0 7201 113 32 49909
1582474245 567 221 0 0 0 7201 135 32 49909
1582475340 723 221 0 0 0 7201 135 32 49909
1582475360 723 221 0 0 0 7201 135 32 49909
1582512518 726 221 0 0 0 7201 135 32 49909
1582519252 729 221 0 0 0 7201 135 32 49909
1582520434 729 225 0 0 0 7201 135 32 49909
1582520549 729 226 0 0 0 7201 135 32 49909
1582520849 729 226 0 0 0 7201 146 32 49909
1582522429 729 226 0 0 0 7201 153 32 49909
1582526523 729 266 0 0 0 7201 153 32 49909
1582526628 729 266 0 0 0 7201 153 32 49909
1582533113 729 266 0 0 0 7201 187 32 49909
1582535013 806 266 0 0 0 7201 187 32 49909
1582535029 806 266 0 0 0 7201 187 32 49909
1582538248 806 266 0 0 0 7201 200 32 49909
1582566876 806 266 0 0 0 7201 203 32 49909
1582602353 847 266 0 0 0 7201 203 32 49909
1582602355 847 324 0 0 0 7201 203 32 49909
1582602363 847 324 0 0 0 7201 203 32 49909
1582602438 847 324 0 0 0 7201 203 32 49909
1582602576 850 324 0 0 0 7201 203 32 49909
1582602598 850 324 0 0 0 7201 203 32 49909
1582603146 856 324 0 0 0 7201 203 32 49909
1582604363 895 324 0 0 0 7201 203 32 49909
1582606242 895 324 0 0 0 7201 205 32 49909
1582606395 895 324 0 0 0 7201 207 32 49909
1582606701 920 324 0 0 0 7201 207 32 49909
1582606716 920 324 0 0 0 7201 207 32 49909
1582616372 958 324 0 0 0 7201 207 32 49909
1582617736 971 324 0 0 0 7201 207 32 49909
1582618054 971 324 0 0 0 7201 207 32 49909
1582618249 974 324 0 0 0 7201 207 32 49909
1582619559 999 324 0 0 0 7201 207 32 49909
1582620230 999 382 0 0 0 7201 207 32 49909
1582620419 1025 382 0 0 0 7201 207 32 49909
1582620942 1025 382 0 0 0 7201 207 32 49909
1582622168 1025 382 0 0 0 7201 224 32 49909
1582622262 1025 382 0 0 0 7201 224 32 49909
1582623136 1038 382 0 0 0 7201 224 32 49909
1582623616 1038 382 0 0 0 7201 224 32 49909
1582623740 1038 410 0 0 0 7201 224 32 49909
1582623747 1038 410 0 0 0 7201 224 32 49909
1582627290 1038 425 0 0 0 7201 224 32 49909
1582630309 1038 425 0 0 8 7201 224 32 49909
1582630342 1038 425 0 0 8 7201 224 32 49909
1582639646 1038 425 0 0 10 7201 224 32 49909
1582640174 1038 425 0 0 12 7201 224 32 49909
1582647189 1038 425 0 0 12 7201 228 32 49909
1582688777 1038 425 0 0 12 7201 228 32 49909
1582689395 1053 425 0 0 12 7201 228 32 49909
1582689473 1053 425 0 0 12 7201 228 32 49909
1582690421 1056 425 0 0 12 7201 228 32 49909
1582691880 1056 427 0 0 12 7201 228 32 49909
1582691945 1056 433 0 0 12 7201 228 32 49909
1582691960 1056 433 0 0 12 7201 228 32 49909
1582694805 1056 446 0 0 12 7201 228 32 49909
1582695367 1056 464 0 0 12 7201 228 32 49909
1582709120 1138 464 0 0 12 7201 228 32 49909
1582715713 1138 464 0 0 12 7216 228 32 49909
1582772372 1138 464 0 0 12 7219 228 32 49909
1582775679 1215 464 0 0 12 7219 228 32 49909
1582775933 1215 470 0 0 12 7219 228 32 49909
1582775944 1217 470 0 0 12 7219 228 32 49909
1582776206 1218 470 0 0 12 7219 228 32 49909
1582776721 1218 470 0 0 12 7234 228 32 49909
1582776896 1218 471 0 0 12 7234 228 32 49909
1582776992 1218 471 0 0 12 7234 228 32 49909
1582777548 1218 472 0 0 12 7234 228 32 49909
1582778160 1232 472 0 0 12 7234 228 32 49909
1582778329 1232 472 0 0 12 7234 228 32 49909
1582778882 1236 472 0 0 12 7234 228 32 49909
1582780007 1238 472 0 0 12 7234 228 32 49909
1582780187 1240 472 0 0 12 7234 228 32 49909
1582781284 1240 474 0 0 12 7234 228 32 49909
1582781295 1240 474 0 0 12 7234 228 32 49909
1582789348 1279 474 0 0 12 7234 228 32 49909
1582789688 1279 476 0 0 12 7234 228 32 49909
1582789714 1279 534 0 0 12 7234 228 32 49909
1582790014 1279 539 0 0 12 7234 228 32 49909
1582790036 1279 539 0 0 12 7234 228 32 49909
1582794752 1327 539 0 0 12 7234 228 32 49909
1582796219 1332 539 0 0 12 7234 228 32 49909
1582803706 1332 546 0 0 12 7234 228 32 49909
1582809355 1332 568 0 0 12 7234 228 32 49909
1582814996 1332 580 0 0 12 7234 228 32 49909
1582819410 1332 583 0 0 12 7234 228 32 49909
1582858967 1332 590 0 0 12 7234 228 32 49909
1582860915 1332 593 0 0 12 7234 228 32 49909
1582862206 1344 593 0 0 12 7234 228 32 49909
1582862448 1346 593 0 0 12 7234 228 32 49909
1582862910 1364 593 0 0 12 7234 228 32 49909
1582862920 1364 593 0 0 12 7234 228 32 49909
1582864104 1397 593 0 0 12 7234 228 32 49909
1582864117 1397 593 0 0 12 7234 228 32 49909
1582864595 1415 593 0 0 12 7234 228 32 49909
1582868463 1415 603 0 0 12 7234 228 32 49909
1582869709 1415 611 0 0 12 7234 228 32 49909
1582870476 1415 611 0 0 12 7234 254 32 49909
1582874088 1521 611 0 0 12 7234 254 32 49909
1582874383 1524 611 0 0 12 7234 254 32 49909
1582874495 1524 611 0 0 12 7234 254 32 49909
1582875003 1529 611 0 0 12 7234 254 32 49909
1582889271 1529 654 0 0 12 7234 254 32 49909
1582902327 1573 654 0 0 12 7234 254 32 49909
1582903359 1632 654 0 0 12 7234 254 32 49909
1582904056 1647 654 0 0 12 7234 254 32 49909
1582954839 1647 655 0 0 12 7234 254 32 49909
1582968771 1892 655 0 0 12 7234 254 32 49909
1582971427 1980 655 0 0 12 7234 254 32 49909
1582971543 1982 655 0 0 12 7234 254 32 49909
1582985035 1985 655 0 0 12 7234 254 32 49909
1582985672 1989 655 0 0 12 7234 254 32 49909
1582986356 1999 655 0 0 12 7234 254 32 49909
1582987055 2001 655 0 0 12 7234 254 32 49909
1582988018 2016 655 0 0 12 7234 254 32 49909
1582988473 2021 655 0 0 12 7234 254 32 49909
1582989496 2090 655 0 0 12 7234 254 32 49909
1583032439 2090 687 0 0 12 7234 254 32 49909
1583033927 2090 714 0 0 12 7234 254 32 49909
1583034046 2090 714 0 0 12 7234 254 32 49909
1583034853 2090 930 0 0 12 7234 254 32 49909
1583035156 2090 934 0 0 12 7234 254 32 49909
1583035698 2090 936 0 0 12 7234 254 32 49909
1583036589 2090 948 0 0 12 7234 254 32 49909
1583042114 2103 948 0 0 12 7234 254 32 49909
1583042689 2116 948 0 0 12 7234 254 32 49909
1583044500 2167 948 0 0 12 7234 254 32 49909
1583047493 2246 948 0 0 12 7234 254 32 49909
1583052680 2246 950 0 0 12 7234 254 32 49909
1583052754 2246 952 0 0 12 7234 254 32 49909
1583052815 2246 954 0 0 12 7234 254 32 49909
1583055150 2246 954 0 0 12 7234 254 32 49909
1583071176 2270 954 0 0 12 7234 254 32 49909
1583072712 2542 954 0 0 12 7234 254 32 49909
1583073150 2577 954 0 0 12 7234 254 32 49909
1583073448 2606 954 0 0 12 7234 254 32 49909
1583073639 2606 958 0 0 12 7234 254 32 49909
1583074354 2613 958 0 0 12 7234 254 32 49909
1583074417 2613 958 0 0 12 7234 254 32 49909
1583074837 2614 958 0 0 12 7234 254 32 49909
1583074947 2614 958 0 0 12 7234 254 32 49909
1583075376 2617 958 0 0 12 7234 254 32 49909
1583075446 2618 958 0 0 12 7234 254 32 49909
1583076363 2622 958 0 0 12 7234 254 32 49909
1583077051 2628 958 0 0 12 7234 254 32 49909
1583077765 2628 959 0 0 12 7234 254 32 49909
1583077773 2628 959 0 0 12 7234 254 32 49909
1583077869 2628 960 0 0 12 7234 254 32 49909
1583084003 2628 960 0 0 12 7236 254 32 49909
1583121242 2640 960 0 0 12 7236 254 32 49909
1583124093 2640 960 0 0 14 7236 254 32 49909
1583126543 2696 960 0 0 14 7236 254 32 49909
1583127402 2696 960 0 0 24 7236 254 32 49909
1583127428 2696 960 0 0 24 7236 254 32 49909
1583127790 2696 960 0 0 38 7236 254 32 49909
1583128972 2696 963 0 0 38 7236 254 32 49909
1583129530 2726 963 0 0 38 7236 254 32 49909
1583129544 2726 963 0 0 38 7236 254 32 49909
1583159645 2726 1040 0 0 38 7236 254 32 49909
1583160274 2726 1068 0 0 38 7236 254 32 49909
1583210608 2727 1068 0 0 38 7236 254 32 49909
1583211815 2788 1068 0 0 38 7236 254 32 49909
1583224148 2793 1068 0 0 38 7236 254 32 49909
1583229175 2850 1068 0 0 38 7236 254 32 49909
1583244455 2867 1068 0 0 38 7236 254 32 49909
1583247278 2931 1068 0 0 38 7236 254 32 49909
1583295812 3063 1068 0 0 38 7236 254 32 49909
1583297319 3106 1068 0 0 38 7236 254 32 49909
1583297412 3106 1068 0 0 38 7236 254 32 49909
1583303349 3106 1070 0 0 38 7236 254 32 49909
1583306479 3132 1070 0 0 38 7236 254 32 49909
1583306498 3132 1070 0 0 38 7236 254 32 49909
1583309009 3132 1184 0 0 38 7236 254 32 49909
1583309115 3132 1184 0 0 38 7236 254 32 49909
1583310181 3235 1184 0 0 38 7236 254 32 49909
1583310194 3235 1184 0 0 38 7236 254 32 49909
1583310204 3235 1203 0 0 38 7236 254 32 49909
1583310301 3235 1203 0 0 38 7236 254 32 49909
1583310539 3235 1209 0 0 38 7236 254 32 49909
1583310602 3235 1210 0 0 38 7236 254 32 49909
1583313495 3304 1210 0 0 38 7236 254 32 49909
1583313507 3304 1210 0 0 38 7236 254 32 49909
1583316929 3304 1211 0 0 38 7236 254 32 49909
1583318513 3374 1211 0 0 38 7236 254 32 49909
1583318720 3388 1211 0 0 38 7236 254 32 49909
1583319662 3395 1211 0 0 38 7236 254 32 49909
1583322834 3395 1228 0 0 38 7236 254 32 49909
1583322862 3395 1243 0 0 38 7236 254 32 49909
1583322893 3395 1243 0 0 38 7236 254 32 49909
1583324835 3395 1247 0 0 38 7236 254 32 49909
1583336611 3395 1247 0 0 38 7246 254 32 49909
1583340344 3395 1296 0 0 38 7246 254 32 49909
1583341636 3395 1330 0 0 38 7246 254 32 49909
1583383105 3395 1338 0 0 38 7246 254 32 49909
1583383256 3395 1338 0 0 38 7246 254 32 49909
1583384036 3395 1339 0 0 38 7246 254 32 49909
