1514352339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1514371980 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1514396292 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
1514485711 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
1514704452 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
1514704609 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
1514706913 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
1514707689 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0
1514887601 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0
1514956826 0 0 0 0 0 0 0 0 0 8 0 1 0 0 0 0 0 0 0 0
1514968544 0 0 0 0 0 0 0 0 0 9 0 1 0 0 0 0 0 0 0 0
1514970458 0 0 0 0 0 0 0 0 0 10 0 1 0 0 0 0 0 0 0 0
1514970563 0 0 0 0 0 0 0 0 0 11 0 1 0 0 0 0 0 0 0 0
1514971359 0 0 0 0 0 0 0 0 0 11 0 2 0 0 0 0 0 0 0 0
1514972856 0 0 0 0 0 0 0 0 0 12 0 2 0 0 0 0 0 0 0 0
1515082771 0 0 0 0 0 0 0 0 0 13 0 2 0 0 0 0 0 0 0 0
1515226850 0 0 0 0 0 0 0 0 0 14 0 2 0 0 0 0 0 0 0 0
1515233241 0 0 0 0 0 0 0 0 0 14 0 3 0 0 0 0 0 0 0 0
1515298426 0 0 0 0 0 0 0 0 0 15 0 3 0 0 0 0 0 0 0 0
1515315112 0 0 0 0 0 0 0 0 0 16 0 3 0 0 0 0 0 0 0 0
1515319902 0 0 0 0 0 0 0 0 0 16 0 4 0 0 0 0 0 0 0 0
1515405710 0 0 0 0 0 0 0 0 0 17 0 4 0 0 0 0 0 0 0 0
1515412001 0 0 0 0 0 0 0 0 0 18 0 4 0 0 0 0 0 0 0 0
1515566838 0 0 0 0 0 0 0 0 0 19 0 4 0 0 0 0 0 0 0 0
1515566882 0 0 0 0 0 0 0 0 0 20 0 4 0 0 0 0 0 0 0 0
1515573159 0 0 0 0 0 0 0 0 0 21 0 4 0 0 0 0 0 0 0 0
1515573429 0 0 0 0 0 0 0 0 0 22 0 4 0 0 0 0 0 0 0 0
1515596519 0 0 0 0 0 0 0 0 0 22 0 5 0 0 0 0 0 0 0 0
1515687940 0 0 0 0 0 0 0 0 0 22 0 6 0 0 0 0 0 0 0 0
1515745023 0 0 0 0 0 0 0 0 0 23 0 6 0 0 0 0 0 0 0 0
1515826408 0 0 0 0 0 0 0 0 0 23 0 7 0 0 0 0 0 0 0 0
1515897888 0 0 0 0 0 0 0 0 0 23 0 8 0 0 0 0 0 0 0 0
1515934551 0 0 0 0 0 0 0 0 0 23 0 9 0 0 0 0 0 0 0 0
1515942263 0 0 0 0 0 0 0 0 0 23 0 10 0 0 0 0 0 0 0 0
1516021516 0 0 0 0 0 0 0 0 0 24 0 10 0 0 0 0 0 0 0 0
1516023450 0 0 0 0 0 0 0 0 0 25 0 10 0 0 0 0 0 0 0 0
1516034251 0 0 0 0 0 0 0 0 0 26 0 10 0 0 0 0 0 0 0 0
1516118754 0 0 0 0 0 0 0 0 0 27 0 10 0 0 0 0 0 0 0 0
1516204175 0 0 0 0 0 0 0 0 0 27 0 11 0 0 0 0 0 0 0 0
1516530043 0 0 0 0 0 0 0 0 0 28 0 11 0 0 0 0 0 0 0 0
1517067686 0 0 0 0 0 0 0 0 0 29 0 11 0 0 0 0 0 0 0 0
1517075094 0 0 0 0 0 0 0 0 0 30 0 11 0 0 0 0 0 0 0 0
1517133129 0 0 0 0 0 0 0 0 0 30 0 12 0 0 0 0 0 0 0 0
1517138476 0 0 0 0 0 0 0 0 0 31 0 12 0 0 0 0 0 0 0 0
1517138967 0 0 0 0 0 0 0 0 0 32 0 12 0 0 0 0 0 0 0 0
1517150630 0 0 0 0 0 0 0 0 0 32 0 13 0 0 0 0 0 0 0 0
1517151142 0 0 0 0 0 0 0 0 0 32 0 14 0 0 0 0 0 0 0 0
1517151437 0 0 0 0 0 0 0 0 0 32 0 15 0 0 0 0 0 0 0 0
1517152965 0 0 0 0 0 0 0 0 0 33 0 15 0 0 0 0 0 0 0 0
1517153716 0 0 0 0 0 0 0 0 0 34 0 15 0 0 0 0 0 0 0 0
1517154384 0 0 0 0 0 0 0 0 0 35 0 15 0 0 0 0 0 0 0 0
1517155551 0 0 0 0 0 0 0 0 0 36 0 15 0 0 0 0 0 0 0 0
1517155703 0 0 0 0 0 0 0 0 0 37 0 15 0 0 0 0 0 0 0 0
1517194045 0 0 0 0 0 0 0 0 0 37 0 16 0 0 0 0 0 0 0 0
1517197245 0 0 0 0 0 0 0 0 0 38 0 16 0 0 0 0 0 0 0 0
1518012030 0 0 0 0 0 0 0 0 0 38 0 17 0 0 0 0 0 0 0 0
1520480120 0 0 0 0 0 0 0 0 0 38 0 17 0 0 0 0 0 0 0 0
1520481209 0 0 0 0 0 1 0 0 0 38 0 17 0 0 0 0 0 0 0 0
1520837310 0 0 0 0 0 1 0 0 0 39 0 17 0 0 0 0 0 0 0 0
1520841872 0 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 0 0 0
1529997573 0 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 1 0 0
1530588700 0 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530598418 1 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530617201 2 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530672424 3 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530676706 4 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530687266 5 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530787854 6 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530812121 7 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530841016 8 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1530873744 9 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531105444 10 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531645301 11 0 0 0 0 1 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531711883 11 0 0 0 0 2 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531711912 11 0 0 0 0 3 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531711965 11 0 0 0 0 4 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531711984 11 0 0 0 0 5 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531712052 11 0 0 0 0 6 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531801960 12 0 0 0 0 6 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531878304 13 0 0 0 0 6 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531878348 14 0 0 0 0 6 0 0 0 40 0 17 0 0 0 0 0 2 0 0
1531966175 14 0 0 0 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1531973745 14 0 0 1 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1531973787 14 0 0 2 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1531990932 14 0 0 3 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1531995411 15 0 0 3 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532002221 15 0 0 4 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532014008 15 0 0 5 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532015602 15 0 0 6 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532045287 15 0 0 7 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532062628 15 0 0 8 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532076391 15 0 0 9 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532079012 16 0 0 9 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532087133 16 0 0 10 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532101498 16 0 0 11 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532105388 16 0 0 12 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532167446 17 0 0 12 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532187145 17 0 0 13 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532194090 17 0 0 14 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532233449 17 0 0 15 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532234065 18 0 0 15 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532313299 18 0 0 16 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532326476 18 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532334057 19 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532338396 20 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532339688 21 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532340058 22 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532400124 23 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532400316 24 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532400379 25 0 0 17 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532421610 25 0 0 18 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532431052 25 0 0 19 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532460496 26 0 0 19 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532460554 27 0 0 19 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
1532460585 28 0 0 19 0 6 0 0 0 40 0 17 0 0 0 0 0 3 0 0
