1581652628 0 2 0 0 0 0
1581653341 0 2 0 3740 0 0
1581654462 0 2 0 6576 0 0
1581655388 0 2 0 6615 0 0
1581657897 0 17 0 6615 0 0
1581658009 0 17 0 6615 0 0
1581658382 0 17 0 6734 0 0
1581658449 0 17 0 6734 0 0
1581660111 0 17 0 6911 0 0
1581660364 0 17 0 7022 0 0
1581662756 0 17 0 7025 0 0
1581662805 0 17 0 7032 0 0
1581664109 0 17 24 7032 0 0
1581664309 0 17 32 7032 0 0
1581666602 0 17 39 7032 0 0
1581667076 0 17 39 7032 0 0
1581677128 0 17 97 7032 0 0
1581677724 0 17 99 7032 0 0
1581677982 0 17 100 7032 0 0
1581680959 0 17 104 7032 0 0
1581703310 0 17 106 7032 0 0
1581707423 0 17 106 7032 0 3
1581750764 0 17 106 7032 0 4
1581777557 0 25 106 7032 0 4
1581777853 0 27 106 7032 0 4
1581784462 0 28 106 7032 0 4
1581836552 0 28 114 7032 0 4
1581838164 0 28 114 7032 0 4
1581838205 0 28 114 7032 0 4
1581848344 0 38 114 7032 0 4
1581849944 0 40 114 7032 0 4
1581854202 0 116 114 7032 0 4
1581862441 0 128 114 7032 0 4
1581862517 0 128 114 7032 0 4
1581864883 0 134 114 7032 0 4
1581865188 0 134 114 7032 0 4
1581866538 0 223 114 7032 0 4
1581866880 0 229 114 7032 0 4
1581870362 0 277 114 7032 0 4
1581870437 0 280 114 7032 0 4
1581870523 0 335 114 7032 0 4
1581870733 0 336 114 7032 0 4
1581870767 0 337 114 7032 0 4
1581871248 0 338 114 7032 0 4
1581871372 0 339 114 7032 0 4
1581872426 0 344 114 7032 0 4
1581872465 0 349 114 7032 0 4
1581873940 0 360 114 7032 0 4
1581874203 0 362 114 7032 0 4
1581874281 0 364 114 7032 0 4
1581880572 0 375 114 7032 0 4
1581953231 0 377 114 7032 0 4
1581953302 0 379 114 7032 0 4
1581953506 0 381 114 7032 0 4
1581953541 0 383 114 7032 0 4
1581963867 0 394 114 7032 0 4
1582106511 0 395 114 7032 0 4
1582163268 1 395 114 7032 0 4
1582339983 5 395 114 7032 0 4
1582356002 184 395 114 7032 0 4
