1581652628 0 1 0 0 0 0
1581653341 0 1 0 1 0 0
1581654462 0 1 0 2 0 0
1581655388 0 1 0 3 0 0
1581657897 0 2 0 3 0 0
1581658009 0 3 0 3 0 0
1581658382 0 3 0 4 0 0
1581658449 0 3 0 5 0 0
1581660111 0 3 0 6 0 0
1581660364 0 3 0 7 0 0
1581662756 0 3 0 8 0 0
1581662805 0 3 0 9 0 0
1581664109 0 3 1 9 0 0
1581664309 0 3 2 9 0 0
1581666602 0 3 3 9 0 0
1581667076 0 3 4 9 0 0
1581677128 0 3 5 9 0 0
1581677724 0 3 6 9 0 0
1581677982 0 3 7 9 0 0
1581680959 0 3 8 9 0 0
1581703310 0 3 9 9 0 0
1581707423 0 3 9 9 0 1
1581750764 0 3 9 9 0 2
1581777557 0 4 9 9 0 2
1581777853 0 5 9 9 0 2
1581784462 0 6 9 9 0 2
1581836552 0 6 10 9 0 2
1581838164 0 7 10 9 0 2
1581838205 0 8 10 9 0 2
1581848344 0 9 10 9 0 2
1581849944 0 10 10 9 0 2
1581854202 0 11 10 9 0 2
1581862441 0 12 10 9 0 2
1581862517 0 13 10 9 0 2
1581864883 0 14 10 9 0 2
1581865188 0 15 10 9 0 2
1581866538 0 16 10 9 0 2
1581866880 0 17 10 9 0 2
1581870362 0 18 10 9 0 2
1581870437 0 19 10 9 0 2
1581870523 0 20 10 9 0 2
1581870733 0 21 10 9 0 2
1581870767 0 22 10 9 0 2
1581871248 0 23 10 9 0 2
1581871372 0 24 10 9 0 2
1581872426 0 25 10 9 0 2
1581872465 0 26 10 9 0 2
1581873940 0 27 10 9 0 2
1581874203 0 28 10 9 0 2
1581874281 0 29 10 9 0 2
1581880572 0 30 10 9 0 2
1581953231 0 31 10 9 0 2
1581953302 0 32 10 9 0 2
1581953506 0 33 10 9 0 2
1581953541 0 34 10 9 0 2
1581963867 0 35 10 9 0 2
1582106511 0 36 10 9 0 2
1582163268 1 36 10 9 0 2
1582339983 2 36 10 9 0 2
1582356002 3 36 10 9 0 2
1582360462 4 36 10 9 0 2
1582360623 5 36 10 9 0 2
1582364165 6 36 10 9 0 2
1582433842 7 36 10 9 0 2
1582519106 8 36 10 9 0 2
1582520191 9 36 10 9 0 2
1582532465 10 36 10 9 0 2
1582533707 10 37 10 9 0 2
1582536051 10 38 10 9 0 2
1582536401 10 39 10 9 0 2
1582539717 11 39 10 9 0 2
1582541022 12 39 10 9 0 2
1582541091 13 39 10 9 0 2
1582541375 14 39 10 9 0 2
1582614379 15 39 10 9 0 2
1582622717 15 40 10 9 0 2
1582642676 16 40 10 9 0 2
1582642845 17 40 10 9 0 2
1582643098 17 41 10 9 0 2
1582643285 18 41 10 9 0 2
1582643357 19 41 10 9 0 2
